"Date","Price","Open","High","Low","Vol.","Change %"
"09/22/2003","9,535.41","9,641.80","9,641.87","9,501.72","191.54M","-1.13%"
"09/19/2003","9,644.82","9,661.80","9,686.08","9,610.15","261.60M","-0.15%"
"09/18/2003","9,659.13","9,544.04","9,662.84","9,538.28","223.39M","1.19%"
"09/17/2003","9,545.65","9,566.08","9,594.43","9,536.81","203.82M","-0.23%"
"09/16/2003","9,567.34","9,449.16","9,571.13","9,449.16","196.80M","1.25%"
"09/15/2003","9,448.81","9,471.19","9,490.91","9,436.60","171.61M","-0.24%"
"09/12/2003","9,471.55","9,456.88","9,488.32","9,380.95","183.36M","0.12%"
"09/11/2003","9,459.76","9,415.05","9,502.84","9,410.42","181.23M","0.42%"
"09/10/2003","9,420.46","9,504.88","9,504.95","9,400.38","206.08M","-0.91%"
"09/09/2003","9,507.20","9,584.92","9,584.95","9,490.84","190.79M","-0.83%"
"09/08/2003","9,586.29","9,503.41","9,599.34","9,503.41","174.43M","0.87%"
"09/05/2003","9,503.34","9,589.52","9,589.52","9,461.37","201.90M","-0.88%"
"09/04/2003","9,587.90","9,569.09","9,609.09","9,541.72","203.05M","0.20%"
"09/03/2003","9,568.46","9,521.86","9,597.38","9,514.49","260.22M","0.47%"
"09/02/2003","9,523.27","9,416.67","9,535.97","9,389.58","226.80M","1.14%"
"08/29/2003","9,415.82","9,373.33","9,421.23","9,350.07","150.05M","0.44%"
"08/28/2003","9,374.21","9,334.35","9,392.59","9,261.57","163.34M","0.43%"
"08/27/2003","9,333.79","9,339.82","9,346.98","9,306.49","147.56M","-0.07%"
"08/26/2003","9,340.45","9,316.03","9,353.86","9,233.08","190.33M","0.24%"
"08/25/2003","9,317.64","9,349.44","9,350.77","9,280.94","148.68M","-0.33%"
"08/22/2003","9,348.87","9,436.04","9,499.97","9,345.86","250.78M","-0.79%"
"08/21/2003","9,423.68","9,399.96","9,481.44","9,391.89","221.73M","0.28%"
"08/20/2003","9,397.51","9,420.13","9,423.26","9,364.03","203.84M","-0.33%"
"08/19/2003","9,428.90","9,412.17","9,445.08","9,351.73","214.81M","0.17%"
"08/18/2003","9,412.45","9,320.66","9,419.38","9,320.59","185.58M","0.97%"
"08/15/2003","9,321.69","9,308.52","9,337.17","9,281.50","104.78M","0.12%"
"08/14/2003","9,310.56","9,272.25","9,334.57","9,218.82","168.17M","0.42%"
"08/13/2003","9,271.76","9,303.69","9,322.11","9,233.94","165.85M","-0.41%"
"08/12/2003","9,310.06","9,218.12","9,310.27","9,208.80","167.71M","1.01%"
"08/11/2003","9,217.35","9,189.62","9,251.59","9,146.62","145.46M","0.29%"
"08/08/2003","9,191.09","9,127.36","9,191.37","9,127.36","171.64M","0.71%"
"08/07/2003","9,126.45","9,060.48","9,135.00","9,031.14","191.33M","0.71%"
"08/06/2003","9,061.74","9,032.96","9,134.57","8,997.11","214.38M","0.28%"
"08/05/2003","9,036.32","9,185.27","9,187.73","9,034.57","198.62M","-1.63%"
"08/04/2003","9,186.04","9,154.18","9,209.15","9,048.58","195.74M","0.35%"
"08/01/2003","9,153.97","9,232.68","9,234.22","9,138.29","212.65M","-0.86%"
"07/31/2003","9,233.80","9,199.35","9,361.40","9,199.28","243.91M","0.37%"
"07/30/2003","9,200.05","9,204.39","9,236.54","9,164.97","176.99M","-0.05%"
"07/29/2003","9,204.46","9,268.19","9,289.69","9,168.26","227.41M","-0.67%"
"07/28/2003","9,266.51","9,284.92","9,303.83","9,234.50","205.61M","-0.19%"
"07/25/2003","9,284.57","9,113.85","9,284.57","9,085.13","201.62M","1.89%"
"07/24/2003","9,112.51","9,196.56","9,281.42","9,106.42","210.79M","-0.89%"
"07/23/2003","9,194.24","9,159.08","9,203.48","9,102.28","190.15M","0.39%"
"07/22/2003","9,158.45","9,098.65","9,174.42","9,037.30","217.58M","0.68%"
"07/21/2003","9,096.69","9,187.80","9,187.80","9,075.19","204.35M","-1.00%"
"07/18/2003","9,188.15","9,052.29","9,188.15","9,052.29","229.88M","1.52%"
"07/17/2003","9,050.82","9,089.34","9,113.57","9,017.84","245.39M","-0.48%"
"07/16/2003","9,094.59","9,133.70","9,153.42","9,042.19","279.14M","-0.38%"
"07/15/2003","9,128.97","9,179.18","9,238.01","9,091.30","271.37M","-0.53%"
"07/14/2003","9,177.15","9,126.45","9,278.41","9,126.45","250.15M","0.63%"
"07/11/2003","9,119.59","9,036.39","9,146.48","9,035.52","192.97M","0.92%"
"07/10/2003","9,036.04","9,154.53","9,154.53","8,996.76","213.54M","-1.31%"
"07/09/2003","9,156.21","9,221.90","9,229.11","9,108.24","273.64M","-0.73%"
"07/08/2003","9,223.09","9,213.48","9,236.39","9,162.94","225.57M","0.07%"
"07/07/2003","9,216.79","9,073.92","9,261.12","9,073.92","235.22M","1.62%"
"07/03/2003","9,070.21","9,141.16","9,149.63","9,035.34","132.10M","-0.79%"
"07/02/2003","9,142.84","9,043.54","9,148.30","9,043.54","253.55M","1.13%"
"07/01/2003","9,040.95","8,983.66","9,050.82","8,871.20","230.46M","0.62%"
"06/30/2003","8,985.44","8,990.74","9,068.05","8,970.43","223.93M","-0.04%"
"06/27/2003","8,989.05","9,079.74","9,105.51","8,970.28","213.23M","-0.99%"
"06/26/2003","9,079.04","9,011.06","9,092.21","8,987.16","190.51M","0.75%"
"06/25/2003","9,011.53","9,109.57","9,161.74","9,000.68","217.66M","-1.08%"
"06/24/2003","9,109.85","9,071.48","9,140.81","9,057.89","205.21M","0.41%"
